47.68,CartPole-v0,400,distance,Linf,Unif
67.61,CartPole-v0,400,distance,Linf,exp_high_recent
80.24,CartPole-v0,400,distance,Linf,reward_high
45.48,CartPole-v0,400,distance,L1,Unif
46.76,CartPole-v0,400,distance,L1,exp_high_recent
200.0,CartPole-v0,400,distance,L1,reward_high
28.7,CartPole-v0,400,distance,L2,Unif
31.73,CartPole-v0,400,distance,L2,exp_high_recent
18.25,CartPole-v0,400,distance,L2,reward_high
11.7,CartPole-v0,400,distance,KL,Unif
23.13,CartPole-v0,400,distance,KL,exp_high_recent
9.61,CartPole-v0,400,distance,KL,reward_high
11.67,CartPole-v0,400,distance,JS,Unif
9.28,CartPole-v0,400,distance,JS,exp_high_recent
9.51,CartPole-v0,400,distance,JS,reward_high
61.79,CartPole-v0,400,proactive,Linf,Unif
13.02,CartPole-v0,400,proactive,Linf,exp_high_recent
12.16,CartPole-v0,400,proactive,Linf,reward_high
9.31,CartPole-v0,400,proactive,L1,Unif
12.47,CartPole-v0,400,proactive,L1,exp_high_recent
9.58,CartPole-v0,400,proactive,L1,reward_high
12.34,CartPole-v0,400,proactive,L2,Unif
74.99,CartPole-v0,400,proactive,L2,exp_high_recent
12.86,CartPole-v0,400,proactive,L2,reward_high
18.69,CartPole-v0,400,proactive,KL,Unif
45.83,CartPole-v0,400,proactive,KL,exp_high_recent
19.05,CartPole-v0,400,proactive,KL,reward_high
9.39,CartPole-v0,400,proactive,JS,Unif
47.8,CartPole-v0,400,proactive,JS,exp_high_recent
17.36,CartPole-v0,400,proactive,JS,reward_high
12.12,CartPole-v0,400,reactive,Linf,Unif
67.91,CartPole-v0,400,reactive,Linf,exp_high_recent
54.42,CartPole-v0,400,reactive,Linf,reward_high
29.0,CartPole-v0,400,reactive,L1,Unif
67.13,CartPole-v0,400,reactive,L1,exp_high_recent
65.04,CartPole-v0,400,reactive,L1,reward_high
24.93,CartPole-v0,400,reactive,L2,Unif
121.86,CartPole-v0,400,reactive,L2,exp_high_recent
76.44,CartPole-v0,400,reactive,L2,reward_high
80.52,CartPole-v0,400,reactive,KL,Unif
13.3,CartPole-v0,400,reactive,KL,exp_high_recent
45.59,CartPole-v0,400,reactive,KL,reward_high
9.54,CartPole-v0,400,reactive,JS,Unif
20.7,CartPole-v0,400,reactive,JS,exp_high_recent
13.92,CartPole-v0,400,reactive,JS,reward_high
-394.59,Acrobot-v1,100,distance,Linf,Unif
-500.0,Acrobot-v1,100,distance,Linf,exp_high_recent
-449.61,Acrobot-v1,100,distance,Linf,reward_high
-334.85,Acrobot-v1,100,distance,L1,Unif
-82.6,Acrobot-v1,100,distance,L1,exp_high_recent
-151.49,Acrobot-v1,100,distance,L1,reward_high
-246.01,Acrobot-v1,100,distance,L2,Unif
-155.74,Acrobot-v1,100,distance,L2,exp_high_recent
-129.7,Acrobot-v1,100,distance,L2,reward_high
-105.49,Acrobot-v1,100,distance,KL,Unif
-500.0,Acrobot-v1,100,distance,KL,exp_high_recent
-90.93,Acrobot-v1,100,distance,KL,reward_high
-86.44,Acrobot-v1,100,distance,JS,Unif
-300.67,Acrobot-v1,100,distance,JS,exp_high_recent
-500.0,Acrobot-v1,100,distance,JS,reward_high
-144.11,Acrobot-v1,100,proactive,Linf,Unif
-82.55,Acrobot-v1,100,proactive,Linf,exp_high_recent
-500.0,Acrobot-v1,100,proactive,Linf,reward_high
-410.65,Acrobot-v1,100,proactive,L1,Unif
-332.66,Acrobot-v1,100,proactive,L1,exp_high_recent
-95.13,Acrobot-v1,100,proactive,L1,reward_high
-110.17,Acrobot-v1,100,proactive,L2,Unif
-347.94,Acrobot-v1,100,proactive,L2,exp_high_recent
-88.27,Acrobot-v1,100,proactive,L2,reward_high
-179.19,Acrobot-v1,100,proactive,KL,Unif
-500.0,Acrobot-v1,100,proactive,KL,exp_high_recent
-88.13,Acrobot-v1,100,proactive,KL,reward_high
-85.32,Acrobot-v1,100,proactive,JS,Unif
-297.56,Acrobot-v1,100,proactive,JS,exp_high_recent
-115.12,Acrobot-v1,100,proactive,JS,reward_high
-88.38,Acrobot-v1,100,reactive,Linf,Unif
-92.22,Acrobot-v1,100,reactive,Linf,exp_high_recent
-373.56,Acrobot-v1,100,reactive,Linf,reward_high
-434.43,Acrobot-v1,100,reactive,L1,Unif
-500.0,Acrobot-v1,100,reactive,L1,exp_high_recent
-122.35,Acrobot-v1,100,reactive,L1,reward_high
-85.47,Acrobot-v1,100,reactive,L2,Unif
-99.8,Acrobot-v1,100,reactive,L2,exp_high_recent
-87.37,Acrobot-v1,100,reactive,L2,reward_high
-124.23,Acrobot-v1,100,reactive,KL,Unif
-231.47,Acrobot-v1,100,reactive,KL,exp_high_recent
-90.4,Acrobot-v1,100,reactive,KL,reward_high
-335.83,Acrobot-v1,100,reactive,JS,Unif
-109.1,Acrobot-v1,100,reactive,JS,exp_high_recent
-500.0,Acrobot-v1,100,reactive,JS,reward_high
